0.3	1	10	0.0345889
0.3	2	10	0.0215185
0.3	1	12	0.0385558
0.3	2	12	0.0227326
0.3	1	14	0.0430575
0.3	2	14	0.0243677
0.4	1	10	0.0347504
0.4	2	10	0.0223267
0.4	1	12	0.0413452
0.4	2	12	0.0239379
0.4	1	14	0.0441655
0.4	2	14	0.0245521
0.5	1	10	0.03637
0.5	2	10	0.0237185
0.5	1	12	0.0390798
0.5	2	12	0.0249058
0.5	1	14	0.0453868
0.5	2	14	0.0269187
0.6	1	10	0.0346127
0.6	2	10	0.0256448
0.6	1	12	0.0375828
0.6	2	12	0.0268195
0.6	1	14	0.0417957
0.6	2	14	0.0273001
0.7	1	10	0.0363383
0.7	2	10	0.0282238
0.7	1	12	0.0399922
0.7	2	12	0.0298446
0.7	1	14	0.049204
0.7	2	14	0.0308637
0.3	1	10	0.0345889
0.3	1	10	0.0345889
0.3	2	10	0.0215185
0.3	1	12	0.0385558
0.3	2	12	0.0227326
0.3	1	14	0.0430575
0.3	2	14	0.0243677
0.4	1	10	0.0347504
0.4	2	10	0.0223267
0.4	1	12	0.0413452
0.4	2	12	0.0239379
0.4	1	14	0.0441655
0.4	2	14	0.0245521
0.5	1	10	0.03637
0.5	2	10	0.0237185
0.5	1	12	0.0390798
0.5	2	12	0.0249058
0.5	1	14	0.0453868
0.5	2	14	0.0269187
0.6	1	10	0.0346127
0.6	2	10	0.0256448
0.6	1	12	0.0375828
0.6	2	12	0.0268195
0.6	1	14	0.0417957
0.6	2	14	0.0273001
0.7	1	10	0.0363383
0.7	2	10	0.0282238
0.7	1	12	0.0399922
0.7	2	12	0.0298446
0.7	1	14	0.049204
0.7	2	14	0.0308637
0.3	1	10	0.0345889
0.3	2	10	0.0215185
0.3	1	12	0.0385558
0.3	2	12	0.0227326
0.3	1	14	0.0430575
0.3	2	14	0.0243677
0.4	1	10	0.0347504
0.4	2	10	0.0223267
0.4	1	12	0.0413452
0.4	2	12	0.0239379
0.4	1	14	0.0441655
0.4	2	14	0.0245521
0.5	1	10	0.03637
0.5	2	10	0.0237185
0.5	1	12	0.0390798
0.5	2	12	0.0249058
0.5	1	14	0.0453868
0.5	2	14	0.0269187
0.6	1	10	0.0346127
0.6	2	10	0.0256448
0.6	1	12	0.0375828
0.6	2	12	0.0268195
0.6	1	14	0.0417957
0.6	2	14	0.0273001
0.7	1	10	0.0363383
0.7	2	10	0.0282238
0.7	1	12	0.0399922
0.7	2	12	0.0298446
0.7	1	14	0.049204
0.7	2	14	0.0308637
0.3	1	10	0.0345889
0.3	2	10	0.0215185
0.3	1	12	0.0385558
0.3	2	12	0.0227326
0.3	1	14	0.0430575
0.3	2	14	0.0243677
0.4	1	10	0.0347504
0.4	2	10	0.0223267
0.4	1	12	0.0413452
0.4	2	12	0.0239379
0.4	1	14	0.0441655
0.4	2	14	0.0245521
0.5	1	10	0.03637
0.5	2	10	0.0237185
0.5	1	12	0.0390798
0.5	2	12	0.0249058
0.5	1	14	0.0453868
0.5	2	14	0.0269187
0.6	1	10	0.0346127
0.6	2	10	0.0256448
0.6	1	12	0.0375828
0.6	2	12	0.0268195
0.6	1	14	0.0417957
0.6	2	14	0.0273001
0.7	1	10	0.0363383
0.7	2	10	0.0282238
0.7	1	12	0.0399922
0.7	2	12	0.0298446
0.7	1	14	0.049204
0.7	2	14	0.0308637
0.3	1	10	0.0345889
0.3	2	10	0.0215185
0.3	1	12	0.0385558
0.3	1	12	0.0345889
0.3	2	12	0.0227326
0.3	1	14	0.0430575
0.3	2	14	0.0243677
0.4	1	10	0.0347504
0.4	2	10	0.0223267
0.4	1	12	0.0413452
0.4	2	12	0.0239379
0.4	1	14	0.0441655
0.4	2	14	0.0245521
0.5	1	10	0.03637
0.5	2	10	0.0237185
0.5	1	12	0.0390798
0.5	2	12	0.0249058
0.5	1	14	0.0453868
0.5	2	14	0.0269187
0.6	1	10	0.0346127
0.6	2	10	0.0256448
0.6	1	12	0.0375828
0.6	2	12	0.0268195
0.6	1	14	0.0417957
0.6	2	14	0.0273001
0.7	1	10	0.0363383
0.7	2	10	0.0282238
0.7	1	12	0.0399922
0.7	2	12	0.0298446
0.7	1	14	0.049204
0.7	2	14	0.0308637
0.3	1	6	0.0237751
0.3	2	6	0.0202529
0.3	1	8	0.0307444
0.3	2	8	0.0211735
0.3	1	18	0.0519974
0.3	2	18	0.0279826
0.3	1	20	0.0618051
0.3	2	20	0.0328257
0.3	1	22	0.0558349
0.3	2	22	0.0359438
0.4	1	6	0.0240389
0.4	2	6	0.0209676
0.4	1	8	0.0305506
0.4	2	8	0.0218212
0.4	1	18	0.0524465
0.4	2	18	0.0293022
0.4	1	20	0.0479525
0.4	2	20	0.0333114
0.4	1	22	0.0573779
0.4	2	22	0.0350127
0.5	1	6	0.025669
0.5	2	6	0.022046
0.5	1	8	0.0316916
0.5	2	8	0.023405
0.5	1	18	0.0516033
0.5	2	18	0.0308161
0.5	1	20	0.0497163
